Semester,Industror,Course,Section,Title,Course Count,Course Mean,Instr Count,Instr Mean,Response Percentage,Year
Fall,"Chan, Jesse",AC221,I1,Financial Accounting,41,4.15,41,4.46,89%,2022
Spring,"Packard, Matthew",AC221,I1,Financial Accounting,15,4.4,15,4.67,50%,2022
Fall,"Schino, Rosalba",AC221,J1,Financial Accounting,17,4.12,17,4.24,55%,2022
Spring,"Hagigi, Moshe",AC221,J1,Financial Accounting,26,4.85,26,4.81,59%,2022
Spring,"Hagigi, Moshe",AC221,K1,Financial Accounting,34,4.35,34,4.59,81%,2022
Spring,"Packard, Matthew",AC221,L1,Financial Accounting,15,4.2,15,4.73,45%,2022
Spring,"Li, Lynn",AC221,M1,Financial Accounting,32,4.25,31,4.23,84%,2022
Fall,"Smith, Michael",AC222,A1,Managerial Accounting,39,4.15,39,4.51,87%,2022
Spring,"Asadoorian, Ann Marie",AC222,A1,Managerial Accounting,17,4.41,17,4.94,89%,2022
Summer,"Asadoorian, Ann Marie",AC222,A1,Managerial Accounting,5,5,5,5,71%,2022
Summer,"Asadoorian, Ann Marie",AC222,A2,Managerial Accounting,18,4.78,19,4.79,78%,2022
Fall,"Smith, Michael",AC222,B1,Managerial Accounting,32,4.13,32,4.25,71%,2022
Spring,"Asadoorian, Ann Marie",AC222,B1,Managerial Accounting,30,4.5,30,4.87,81%,2022
Summer,"Asadoorian, Ann Marie",AC222,B1,Managerial Accounting,17,4.71,17,4.76,89%,2022
Fall,"Asadoorian, Ann Marie",AC222,C1,Managerial Accounting,33,4.67,33,4.73,80%,2022
Spring,"Asadoorian, Ann Marie",AC222,C1,Managerial Accounting,24,4.46,24,4.79,65%,2022
Fall,"Asadoorian, Ann Marie",AC222,D1,Managerial Accounting,35,4.37,35,4.57,80%,2022
Spring,"Asadoorian, Ann Marie",AC222,D1,Managerial Accounting,32,4.69,32,4.81,76%,2022
Fall,"Asadoorian, Ann Marie",AC222,E1,Managerial Accounting,41,4.49,41,4.68,84%,2022
Spring,"Andrade, Donald",AC222,E1,Managerial Accounting,19,4.16,19,4.79,83%,2022
Fall,"Asadoorian, Ann Marie",AC222,F1,Managerial Accounting,33,4.58,33,4.91,72%,2022
Spring,"Andrade, Donald",AC222,F1,Managerial Accounting,34,4.29,32,4.66,68%,2022
Fall,"Fionda, David",AC222,G1,Managerial Accounting,22,3.55,22,3.59,67%,2022
Spring,"Andrade, Donald",AC222,G1,Managerial Accounting,33,4.39,34,4.71,62%,2022
Fall,"Fionda, David",AC222,H1,Managerial Accounting,22,3.14,22,3.36,85%,2022
Spring,"Wilson, Raymond",AC222,H1,Managerial Accounting,27,4.41,27,4.7,54%,2022
Fall,"Andrade, Donald",AC222,I1,Managerial Accounting,35,4,34,4.47,85%,2022
Fall,"Fionda, David",AC222,J1,Managerial Accounting,23,3.26,23,3.52,79%,2022
Fall,"Andrade, Donald",AC222,K1,Managerial Accounting,39,3.97,39,4.56,91%,2022
Fall,"Packard, Matthew",AC347,A1,Intermediate Accounting I,32,4.63,32,4.72,82%,2022
Spring,"Sun, Estelle Yuan",AC347,A1,Intermediate Accounting I,28,4.46,28,4.57,82%,2022
Spring,"Sun, Estelle Yuan",AC347,B1,Intermediate Accounting I,19,4.47,19,4.58,86%,2022
Fall,"Hagigi, Moshe",AC348,A1,Intermediate Accounting II,26,4.08,26,3.65,96%,2022
Spring,"Hagigi, Moshe",AC348,A1,Intermediate Accounting II,28,4.46,28,4.32,80%,2022
Fall,"Hagigi, Moshe",AC348,B1,Intermediate Accounting II,15,4.47,15,4.47,94%,2022
Fall,"Albuquerque, Ana",AC414,A1,Financial Statement Analysis,18,4.83,17,4.82,95%,2022
Spring,"Wilson, Raymond",AC414,A1,Financial Statement Analysis,28,4.93,28,4.96,80%,2022
Fall,"Li, Lynn",AC420,A1,Introduction to Financial Analytics,21,3.86,21,4.1,53%,2022
Spring,"Li, Lynn",AC420,A1,Introduction to Financial Analytics,20,4.55,20,4.6,50%,2022
Summer,"Korganbekova, Aliya",AC420,A1,Introduction to Financial Analytics,5,4.8,5,5,83%,2022
Fall,"Li, Lynn",AC420,B1,Introduction to Financial Analytics,24,4.58,24,4.63,75%,2022
Spring,"Li, Lynn",AC420,B1,Introduction to Financial Analytics,29,4.31,29,4.41,60%,2022
Spring,"Riedl, Edward",AC430,A1,Accounting Research,36,4.94,36,5,95%,2022
Spring,"Kirby Jones, Alison",AC445,A1,Advanced Managerial Accounting,17,4.47,18,4.67,77%,2022
Fall,"Lisowsky, Petro",AC469,A1,Principles of Income Taxation I,15,4.87,15,5,94%,2022
Spring,"Cunningham, Jessica",AC469,A1,Principles of Income Taxation I,26,4.42,26,4.46,72%,2022
Fall,"Schino, Rosalba",AC565,A1,Auditing,20,4.5,20,4.5,80%,2022
Spring,"Schino, Rosalba",AC565,A1,Auditing,32,4.75,32,4.78,82%,2022
Fall,"Dominguez, Carlos",BA222,A1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,35,4.63,36,4.81,81%,2022
Spring,"Dominguez, Carlos",BA222,A1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,20,4.5,19,4.63,50%,2022
Summer,"Dominguez, Carlos",BA222,A1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,18,4.78,18,4.94,72%,2022
Fall,"Leder-Luis, Jetson",BA222,B1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,39,4.87,38,4.84,81%,2022
Spring,"Munshi, Vidit",BA222,B1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,39,4.56,39,4.82,83%,2022
Fall,"Leder-Luis, Jetson",BA222,C1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,27,4.74,27,5,63%,2022
Spring,"Dominguez, Carlos",BA222,C1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,13,3.92,13,4.31,28%,2022
Fall,"Dominguez, Carlos",BA222,D1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,33,4.48,33,4.3,87%,2022
Fall,"Leder-Luis, Jetson",BA222,E1,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistica,36,4.94,37,4.97,69%,2022
Fall,"Karaca, H. Sami",BA305,A1,Business Decision-Making with Data,35,4.77,35,4.83,73%,2022
Spring,"Tsoukalas, Gerry",BA305,A1,Business Decision-Making with Data,49,4.06,49,4.47,91%,2022
Fall,"Karaca, H. Sami",BA305,B1,Business Decision-Making with Data,15,4.33,16,4.25,68%,2022
Spring,"Tsoukalas, Gerry",BA305,B1,Business Decision-Making with Data,28,4.14,28,4.36,68%,2022
Fall,"Baycik, N. Orkun",BA472,A1,Business Experiments and Causal Methods,36,3.83,35,3.74,77%,2022
Fall,"Benade, Gerdus",BA476,A1,Machine Learning for Business Analytics,33,4.12,33,4.15,77%,2022
Spring,"Benade, Gerdus",BA476,A1,Machine Learning for Business Analytics,32,4.13,33,3.82,57%,2022
Fall,"Yudin, Cecilia",ES110,A1,Explore Your Career,23,4.78,23,4.96,77%,2022
Spring,"Davis, Sara",ES110,A1,Explore Your Career,16,4.06,16,4.75,44%,2022
Fall,"Yudin, Cecilia",ES110,B1,Explore Your Career,5,3.8,5,4.6,14%,2022
Spring,"Davis, Sara",ES110,B1,Explore Your Career,27,4.11,27,4.48,87%,2022
Fall,"Dole, Harry",ES110,C1,Explore Your Career,27,4.41,26,4.88,93%,2022
Spring,"Harper, Trish",ES110,C1,Explore Your Career,14,4.43,15,4.87,64%,2022
Fall,"Johnson, Robyn",ES110,D1,Explore Your Career,33,4.12,33,4.73,97%,2022
Spring,"Start, Misty",ES110,D1,Explore Your Career,26,4.5,26,4.69,79%,2022
Fall,"Dole, Harry",ES110,E1,Explore Your Career,31,4.35,31,4.84,94%,2022
Spring,"Harper, Trish",ES110,E1,Explore Your Career,24,4.58,24,4.79,89%,2022
Fall,"Baker, Deanna",ES110,F1,Explore Your Career,28,4.21,29,4.72,90%,2022
Spring,"Dole, Harry",ES110,F1,Explore Your Career,13,4.38,13,4.85,93%,2022
Fall,"Davis, Sara",ES110,G1,Explore Your Career,32,4.38,31,4.87,91%,2022
Spring,"Start, Misty",ES110,G1,Explore Your Career,29,4.48,28,4.75,100%,2022
Spring,"Dole, Harry",ES110,H1,Explore Your Career,27,4.3,26,4.69,93%,2022
Fall,"Itzkowitz, Lindsey",ES110,J1,Explore Your Career,26,4.23,27,4.89,84%,2022
Fall,"Anastasi, Tom",ES210,A1,Build Your Career Toolkit,36,4.44,35,4.66,95%,2022
Spring,"Howell, Matthew",ES210,A1,Build Your Career Toolkit,31,4.35,32,4.84,86%,2022
Fall,"Anastasi, Tom",ES210,B1,Build Your Career Toolkit,30,4.4,30,4.73,88%,2022
Spring,"Grossman, Jeffrey",ES210,B1,Build Your Career Toolkit,31,4.48,32,4.69,86%,2022
Fall,"Grossman, Jeffrey",ES210,C1,Build Your Career Toolkit,23,4.09,23,4.61,96%,2022
Spring,"Anastasi, Tom",ES210,C1,Build Your Career Toolkit,18,4.72,18,4.83,67%,2022
Fall,"Adduci, John",ES210,D1,Build Your Career Toolkit,26,4.15,27,4.56,84%,2022
Spring,"Grossman, Jeffrey",ES210,D1,Build Your Career Toolkit,18,3.72,18,4.56,60%,2022
Fall,"Reis, Matthew",ES210,E1,Build Your Career Toolkit,23,4.48,23,4.65,88%,2022
Fall,"Grossman, Jeffrey",ES210,F1,Build Your Career Toolkit,23,4.43,23,4.52,72%,2022
Fall,"Reis, Matthew",ES210,G1,Build Your Career Toolkit,29,4.38,28,4.68,91%,2022
Fall,"Anastasi, Tom",ES215,A1,Explore Your Career and Build Your Toolkit,19,4.37,20,4.55,58%,2022
Spring,"Rayel, Victoria",ES215,A1,Explore Your Career and Build Your Toolkit,25,4.52,24,4.79,78%,2022
Fall,"Anastasi, Tom",ES215,B1,Explore Your Career and Build Your Toolkit,18,4.22,18,4.61,75%,2022
Spring,"Reis, Matthew",ES215,B1,Explore Your Career and Build Your Toolkit,21,4.1,21,4.76,66%,2022
Fall,"Grossman, Jeffrey",ES215,C1,Explore Your Career and Build Your Toolkit,21,4.52,20,4.8,66%,2022
Fall,"Deacon Carr, Sandra",ES215,D1,Explore Your Career and Build Your Toolkit,27,4.26,27,4.81,84%,2022
Spring,"Anastasi, Tom",ES215,D1,Explore Your Career and Build Your Toolkit,19,4.21,20,4.55,59%,2022
Fall,"Reis, Matthew",ES215,E1,Explore Your Career and Build Your Toolkit,27,4.33,27,4.78,75%,2022
Spring,"Anastasi, Tom",ES215,E1,Explore Your Career and Build Your Toolkit,20,4.1,20,4.6,59%,2022
Fall,"Rayel, Victoria",ES215,F1,Explore Your Career and Build Your Toolkit,27,4.26,26,4.73,87%,2022
Spring,"Reis, Matthew",ES215,F1,Explore Your Career and Build Your Toolkit,19,4.74,18,4.78,66%,2022
Fall,"Rayel, Victoria",ES215,G1,Explore Your Career and Build Your Toolkit,29,4.52,30,4.83,88%,2022
Spring,"Grossman, Jeffrey",ES215,G1,Explore Your Career and Build Your Toolkit,23,4.35,23,4.52,70%,2022
Fall,"Harper, Trish",ES310,A1,Implement Your Career Plan,29,4.48,30,5,71%,2022
Spring,"Davis, Sara",ES310,A1,Implement Your Career Plan,28,4.11,28,4.46,80%,2022
Fall,"Harper, Trish",ES310,A2,Implement Your Career Plan,28,4.71,29,4.93,76%,2022
Spring,"Harper, Trish",ES310,A2,Implement Your Career Plan,26,4.62,26,4.77,79%,2022
Fall,"Davis, Sara",ES310,B1,Implement Your Career Plan,24,4.17,24,4.79,67%,2022
Spring,"Start, Misty",ES310,B1,Implement Your Career Plan,32,4.44,32,4.88,82%,2022
Fall,"Davis, Sara",ES310,B2,Implement Your Career Plan,32,4.25,32,4.69,78%,2022
Spring,"Davis, Sara",ES310,B2,Implement Your Career Plan,18,4.22,18,4.17,53%,2022
Fall,"Harper, Trish",ES310,C1,Implement Your Career Plan,28,4.57,28,4.93,67%,2022
Spring,"Dole, Harry",ES310,C1,Implement Your Career Plan,26,4.42,25,4.88,76%,2022
Fall,"Harper, Trish",ES310,C2,Implement Your Career Plan,27,4.41,26,4.92,77%,2022
Spring,"Dole, Harry",ES310,C2,Implement Your Career Plan,4,4,4,4.75,13%,2022
Fall,"Davis, Sara",ES310,D1,Implement Your Career Plan,31,4.39,32,4.78,78%,2022
Spring,"Harper, Trish",ES310,D1,Implement Your Career Plan,21,4.52,21,4.95,88%,2022
Fall,"Dole, Harry",ES310,D2,Implement Your Career Plan,27,4.19,27,4.85,66%,2022
Spring,"Start, Misty",ES310,D2,Implement Your Career Plan,18,4.61,19,4.84,53%,2022
Fall,"Start, Misty",ES310,E1,Implement Your Career Plan,2,4.5,2,5,5%,2022
Fall,"Dole, Harry",ES310,F1,Implement Your Career Plan,31,4.65,31,4.84,78%,2022
Fall,"Fox, John F.",FE200,A1,Principles of Finance,20,4.35,20,4.5,83%,2022
Spring,"Fox, John F.",FE200,A1,Principles of Finance,9,4.89,9,4.89,90%,2022
Fall,"Streeter, Cornelia",FE323,A1,Introduction to Corporate Finance,39,4.44,37,4.43,93%,2022
Spring,"Fox, John F.",FE323,A1,Introduction to Corporate Finance,31,4.58,31,4.58,86%,2022
Fall,"Griner, Kathryn",FE323,A2,Introduction to Corporate Finance,40,4.63,40,4.68,95%,2022
Spring,"Griner, Kathryn",FE323,A2,Introduction to Corporate Finance,39,4.21,39,3.77,87%,2022
Fall,"Fox, John F.",FE323,A3,Introduction to Corporate Finance,39,3.92,39,3.97,93%,2022
Fall,"Salemy, Louis",FE323,B1,Introduction to Corporate Finance,41,4.78,41,4.9,89%,2022
Spring,"Fox, John F.",FE323,B1,Introduction to Corporate Finance,28,4.71,28,4.71,85%,2022
Fall,"Griner, Kathryn",FE323,B2,Introduction to Corporate Finance,40,4.5,39,4.46,89%,2022
Spring,"Griner, Kathryn",FE323,B2,Introduction to Corporate Finance,37,4.41,38,4.45,84%,2022
Fall,"DeVoy, John",FE323,B3,Introduction to Corporate Finance,38,4.92,37,4.97,84%,2022
Fall,"Fox, John F.",FE323,B4,Introduction to Corporate Finance,42,4.4,42,4.43,91%,2022
Fall,"Salemy, Louis",FE323,C1,Introduction to Corporate Finance,37,4.78,36,4.83,93%,2022
Fall,"Newell, Cornelia",FE323,C2,Introduction to Corporate Finance,35,4.51,36,4.81,85%,2022
Spring,"Newell, Cornelia",FE323,C2,Introduction to Corporate Finance,42,4.79,42,4.9,88%,2022
Fall,"DeVoy, John",FE323,C3,Introduction to Corporate Finance,35,4.77,34,4.91,90%,2022
Fall,"Williams, Mark",FE342,B1,"Money, Financial Markets, and Economic Activity",36,4.83,37,4.95,77%,2022
Spring,"Welch, James",FE427,A1,International Financial Management,11,4.45,11,4.73,85%,2022
Fall,"Zapatero, Fernando",FE429,A1,"Futures, Options, and Financial Risk Management",18,3.94,18,4.22,78%,2022
Spring,"Stevens, Aaron",FE429,A1,"Futures, Options, and Financial Risk Management",11,4,11,4.36,92%,2022
Spring,"Zerbib, Olivier David",FE433,A1,ESG Investing,19,4.21,19,4.26,90%,2022
Spring,"Williams, Mark",FE442,A1,"Money, Financial Markets, and Economic Activity",33,4.73,33,4.85,79%,2022
Spring,"Williams, Mark",FE442,B1,"Money, Financial Markets, and Economic Activity",35,4.89,35,4.8,66%,2022
Fall,"Han, Leyla",FE445,A1,Investment Analysis and Portfolio Management,16,4.56,16,4.63,84%,2022
Spring,"Welch, James",FE445,A1,Investment Analysis and Portfolio Management,29,3.83,29,4,64%,2022
Summer,"DeVoy, John",FE445,A1,Investment Analysis and Portfolio Management,10,4.9,10,5,91%,2022
Fall,"Han, Leyla",FE445,B1,Investment Analysis and Portfolio Management,38,4.13,38,4,83%,2022
Spring,"Welch, James",FE445,B1,Investment Analysis and Portfolio Management,21,3.76,21,3.71,45%,2022
Fall,"Han, Leyla",FE445,C1,Investment Analysis and Portfolio Management,29,4.41,28,4.43,88%,2022
Spring,"DeVoy, John",FE445,C1,Investment Analysis and Portfolio Management,42,4.74,42,4.9,76%,2022
Fall,"Welch, James",FE445,D1,Investment Analysis and Portfolio Management,17,4.65,17,4.71,61%,2022
Spring,"DeVoy, John",FE445,D1,Investment Analysis and Portfolio Management,40,4.88,40,4.93,73%,2022
Fall,"Chen, Joanne (Juan)",FE449,A1,Corporate Financial Management,16,3.94,16,3.75,55%,2022
Spring,"Salemy, Louis",FE449,A1,Corporate Financial Management,45,4.78,45,4.89,85%,2022
Summer,"Cortes, Felipe",FE449,A1,Corporate Financial Management,10,4.8,10,4.7,63%,2022
Fall,"Chen, Joanne (Juan)",FE449,B1,Corporate Financial Management,23,3.65,24,3.63,50%,2022
Spring,"Salemy, Louis",FE449,B1,Corporate Financial Management,41,4.8,41,4.95,79%,2022
Fall,"Hackbarth, Dirk",FE449,C1,Corporate Financial Management,34,4.65,34,4.65,65%,2022
Spring,"Hackbarth, Dirk",FE449,C1,Corporate Financial Management,32,4.66,32,4.78,57%,2022
Spring,"Hackbarth, Dirk",FE449,D1,Corporate Financial Management,26,4.42,25,4.64,48%,2022
Fall,"Streeter, Cornelia",FE450,A1,Private Equity: Leveraged Buyouts,28,4.61,28,4.61,76%,2022
Spring,"Streeter, Cornelia",FE450,A1,Private Equity: Leveraged Buyouts,25,4.56,25,4.4,89%,2022
Fall,"Griner, Kathryn",FE454,A1,Investment Banking,30,4.67,30,4.5,86%,2022
Spring,"Griner, Kathryn",FE454,A1,Investment Banking,35,4.71,35,4.71,83%,2022
Summer,"Griner, Kathryn",FE454,B1,Investment Banking,17,4.59,17,4.47,85%,2022
Fall,"Newell, Cornelia",FE455,A1,Financing New Ventures,30,4.23,30,4.5,63%,2022
Spring,"Newell, Cornelia",FE455,A1,Financing New Ventures,38,4.32,38,4.66,73%,2022
Fall,"Salemy, Louis",FE458,A1,Equities and Securities Analysis,49,4.92,49,4.94,89%,2022
Spring,"Salemy, Louis",FE458,A1,Equities and Securities Analysis,44,4.91,43,4.91,80%,2022
Fall,"Stevens, Aaron",FE459,A1,Computational Techniques for Finance,13,4.46,13,4.54,72%,2022
Spring,"Stevens, Aaron",FE459,A1,Computational Techniques for Finance,28,4,28,3.64,62%,2022
Spring,"Salemy, Louis",FE460,A1,Equity Analysis for Strategic Decision Making,38,4.84,37,4.95,78%,2022
Fall,"Munsell, Keith",FE469,A1,Real Estate Finance,30,3.87,30,4.1,83%,2022
Spring,"Munsell, Keith",FE469,A1,Real Estate Finance,22,4.55,22,4.59,55%,2022
Summer,"Munsell, Keith",FE469,A1,Real Estate Finance,7,5,7,5,50%,2022
Fall,"LiPuma, Joseph",IM345,A1,Global Business Environment,22,4.59,22,4.73,67%,2022
Spring,"LiPuma, Joseph",IM345,A1,Global Business Environment,19,4.37,19,4.79,61%,2022
Spring,"LiPuma, Joseph",IM445,A1,Multinational Management,12,4.92,12,5,86%,2022
Fall,"Allen, Jeffrey",IS223,A1,Introduction to Information Systems,26,4.46,26,4.81,87%,2022
Spring,"Watts, Stephanie",IS223,A1,Introduction to Information Systems,24,4.08,26,4.54,77%,2022
Summer,"Allen, Jeffrey",IS223,A1,Introduction to Information Systems,23,4.78,23,4.87,88%,2022
Fall,"Allen, Jeffrey",IS223,B1,Introduction to Information Systems,35,4.34,35,4.66,88%,2022
Spring,"Covino, Ralph",IS223,B1,Introduction to Information Systems,21,3.86,21,4.38,50%,2022
Summer,"Cheng, Zhaoqi",IS223,B1,Introduction to Information Systems,32,3.84,31,4.19,84%,2022
Fall,"Watts, Stephanie",IS223,C1,Introduction to Information Systems,24,3.92,24,4.46,67%,2022
Spring,"Allen, Jeffrey",IS223,C1,Introduction to Information Systems,46,4.46,46,4.85,92%,2022
Fall,"Watts, Stephanie",IS223,D1,Introduction to Information Systems,26,4.08,26,4.42,72%,2022
Spring,"Allen, Jeffrey",IS223,D1,Introduction to Information Systems,41,4.37,39,4.82,87%,2022
Fall,"Watts, Stephanie",IS223,E1,Introduction to Information Systems,25,4,25,4.16,93%,2022
Spring,"Allen, Jeffrey",IS223,E1,Introduction to Information Systems,36,4.67,37,4.84,73%,2022
Fall,"Allen, Jeffrey",IS223,F1,Introduction to Information Systems,33,4.7,33,4.88,97%,2022
Spring,"Allen, Jeffrey",IS223,F1,Introduction to Information Systems,37,4.32,36,4.67,76%,2022
Fall,"Allen, Jeffrey",IS223,G1,Introduction to Information Systems,32,4.59,32,4.97,97%,2022
Spring,"Defronzo, Gregory",IS223,G1,Introduction to Information Systems,48,4.4,48,4.81,77%,2022
Fall,"Defronzo, Gregory",IS223,H1,Introduction to Information Systems,47,4.43,47,4.77,90%,2022
Spring,"Watts, Stephanie",IS223,H1,Introduction to Information Systems,15,4.47,15,4.6,83%,2022
Spring,"Koulopoulos, Thomas",IS428,A1,Managing Information Security,16,4.75,16,5,40%,2022
Fall,"Lee, Jiho",IS465,A1,Managing Data Resources,30,4.57,30,4.43,81%,2022
Spring,"Sahoo, Nachiketa",IS465,A1,Managing Data Resources,28,4.46,28,4.46,70%,2022
Fall,"Doucette, Cody",IS465,B1,Managing Data Resources,30,4.77,30,4.97,88%,2022
Spring,"Sahoo, Nachiketa",IS465,B1,Managing Data Resources,13,4.31,13,4.38,52%,2022
Fall,"Doucette, Cody",IS465,C1,Managing Data Resources,32,4.97,32,4.97,84%,2022
Spring,"Sahoo, Nachiketa",IS465,C1,Managing Data Resources,23,4.7,23,4.83,55%,2022
Spring,"Covino, Ralph",IS467,A1,Agile Development Methodologies,15,4.53,15,4.4,83%,2022
Summer,"Covino, Ralph",IS467,A1,Agile Development Methodologies,11,4.36,11,4.36,92%,2022
Fall,"Covino, Ralph",IS467,B1,Agile Development Methodologies,27,4.67,29,4.48,84%,2022
Spring,"Covino, Ralph",IS467,B1,Agile Development Methodologies,25,4.48,25,4.56,81%,2022
Fall,"Covino, Ralph",IS467,C1,Agile Development Methodologies,21,4.71,21,4.52,81%,2022
Spring,"Covino, Ralph",IS467,C1,Agile Development Methodologies,13,4.85,13,4.77,41%,2022
Fall,"Covino, Ralph",IS469,A1,Designing Information Systems,17,4.47,17,4.53,77%,2022
Spring,"Watts, Stephanie",IS469,A1,Designing Information Systems,24,4.58,24,4.42,86%,2022
Spring,"Watts, Stephanie",IS469,B1,Designing Information Systems,17,4.41,17,4.41,94%,2022
Spring,"Covino, Ralph",IS469,C1,Designing Information Systems,20,4.75,20,4.95,71%,2022
Fall,"Hagiu, Andrei",IS474,A1,Platform Strategy & Design,31,4.77,31,4.71,84%,2022
Fall,"Hagiu, Andrei",IS474,B1,Platform Strategy & Design,23,4.57,23,4.61,77%,2022
Summer,"Allen, Jeffrey",IS479,A1,Innovating with Information Technology,7,4.71,7,4.86,88%,2022
Fall,"Fazendeiro, Fatema",LA245,A1,Introduction to Law,27,4.7,27,4.81,87%,2022
Spring,"Lomax, Dionne",LA245,A1,Introduction to Law,26,4.81,26,4.96,70%,2022
Summer,"Chang, Kabrina",LA245,A1,Introduction to Law,15,4.87,15,4.87,94%,2022
Summer,"Fazendeiro, Fatema",LA245,A2,Introduction to Law,16,4.56,15,4.6,100%,2022
Fall,"Lomax, Dionne",LA245,B1,Introduction to Law,27,4.7,28,4.93,93%,2022
Spring,"Roin, Benjamin",LA245,B1,Introduction to Law,23,4.17,23,4.09,66%,2022
